"SDRs per currency unit for the period  January 01, 1994 - November 10, 2023",,,,,,,,,,,
,,,,,,,,,,,
Date,Canadian dollar (CAD),Indian rupee (INR),Japanese yen (JPY),Kuwaiti dinar (KWD),Malaysian ringgit (MYR),New Zealand dollar (NZD),Singapore dollar (SGD),Thai baht (THB),U.A.E. dirham (AED),U.K. pound (GBP),U.S. dollar (USD)
3-Jan-1994,,0.0232743,,2.44579,0.271712,,0.453968,,0.198887,,0.730116
4-Jan-1994,0.554715,0.0232955,0.00646137,2.44662,0.277178,,0.453113,0.0285685,0.199069,1.08302,0.730781
5-Jan-1994,0.553164,0.023241,0.00644055,2.44089,0.278165,0.40879,0.453882,0.0285239,0.198603,1.08354,0.72907
6-Jan-1994,0.552459,0.023266,0.00647034,2.44352,0.277828,0.407769,0.457331,0.0285434,0.198816,1.08332,0.729854
7-Jan-1994,0.551007,0.0232452,0.00647892,,0.277866,0.406166,0.456665,0.0285402,0.198639,1.08185,0.729203
10-Jan-1994,0.552074,0.0231829,0.0065078,2.43961,0.275056,0.406095,0.455583,0.0285083,0.198106,1.08542,0.727247
11-Jan-1994,0.55206,0.0232597,0.00649162,2.44663,0.271299,0.40839,0.456179,0.0285692,0.198763,1.08683,0.729658
12-Jan-1994,0.552008,0.0232399,0.00649766,2.44455,0.267782,0.40775,0.45437,0.0285337,0.198594,1.09137,0.729037
13-Jan-1994,0.551727,0.0232352,0.00649053,2.44404,0.267678,0.406938,0.454787,0.0285279,0.198553,1.09238,0.728887
14-Jan-1994,0.551794,0.0232274,0.00652322,,0.267294,0.406583,0.453532,0.0285184,0.198487,1.08714,0.728644
17-Jan-1994,0.552279,0.0232338,0.00654845,2.44488,0.266927,0.406476,0.453458,0.0285373,0.198541,1.08853,0.728843
18-Jan-1994,0.553365,0.0232089,0.00656503,2.44226,0.267571,0.408297,0.452888,0.0285179,0.198328,1.08882,0.728062
19-Jan-1994,0.554795,0.0231804,0.00655108,2.43927,0.266998,0.410778,0.45222,0.0284941,0.198085,1.08436,0.72717
20-Jan-1994,0.556455,0.0232409,0.00654459,2.44563,0.266277,0.412142,0.453034,0.0285573,0.198602,1.08791,0.729067
21-Jan-1994,0.553035,0.0231157,0.0065181,,0.265036,0.409268,0.451603,0.0284145,0.197532,1.08843,0.725139
24-Jan-1994,0.556824,0.0232688,0.00650571,2.44733,0.263612,0.412417,0.453661,0.0285691,0.19884,1.09024,0.729941
25-Jan-1994,0.555778,0.0232374,0.00652896,2.44518,0.263542,0.41434,0.454604,0.0285418,0.198572,1.08812,0.728958
26-Jan-1994,0.553746,0.023179,0.00659224,2.44067,0.264073,0.413443,0.454595,0.0285147,0.198072,1.088,0.727124
27-Jan-1994,0.553216,0.0231303,0.00662042,2.43718,0.263041,0.41272,0.454152,0.0284883,0.197657,1.08419,0.725598
28-Jan-1994,0.546438,0.0230647,0.00665629,,0.263057,0.410319,0.453829,0.0284522,0.197096,1.08495,0.723539
31-Jan-1994,0.545682,0.0230884,0.00659039,2.43277,0.262441,0.412335,0.453869,0.0284256,0.197299,1.08505,0.724284
1-Feb-1994,0.542548,0.0230112,0.00667153,2.42862,,0.412399,0.453487,0.0283973,0.196639,1.08568,0.72186
2-Feb-1994,0.543441,0.0229971,0.00666129,2.42714,0.260412,0.41294,0.454265,0.0283799,0.196518,1.08047,0.721418
3-Feb-1994,0.544371,0.0230347,0.00666911,2.43111,0.260988,0.412965,0.455151,0.0284152,0.19684,1.08137,0.722598
4-Feb-1994,0.542452,0.0230711,0.00667041,,0.261466,0.412965,0.45587,0.02846,0.19715,1.07765,0.723739
7-Feb-1994,0.541717,0.0231676,0.00666759,2.44267,0.262845,0.414766,0.45677,0.0285342,0.197975,1.07707,0.726767
8-Feb-1994,0.54165,0.0231716,0.00669948,2.44482,0.263386,0.416801,0.45754,0.0285617,0.19801,1.0729,0.726894
9-Feb-1994,0.540227,0.0231504,0.00672432,2.44167,0.263317,0.417944,0.457322,0.0285242,0.197828,1.06102,0.726227
10-Feb-1994,0.542075,0.0231829,0.00672133,2.44642,,0.419549,,0.0285756,0.198106,1.06142,0.727248
11-Feb-1994,0.540483,0.0231355,,,,0.416877,,0.0285283,0.197701,1.0607,0.72576
14-Feb-1994,0.532086,0.0229558,0.00678084,2.42589,0.261569,0.412488,0.454538,0.0283625,0.196166,1.05678,0.720125
15-Feb-1994,0.528693,0.0228246,0.00700596,2.42075,0.258814,0.409414,0.452712,0.028368,0.195045,1.05482,0.716009
16-Feb-1994,0.52993,0.0228172,0.00690571,2.41425,0.256321,0.410999,0.448847,0.0282916,0.194981,1.0562,0.715777
17-Feb-1994,0.534252,0.0228262,0.00690842,2.4152,0.257066,0.411948,0.450011,0.0283027,0.195058,1.05762,0.716058
18-Feb-1994,0.535189,0.0228338,0.00685452,,0.258591,0.412802,0.451069,0.0283121,0.195123,1.05962,0.716297
21-Feb-1994,0.537152,0.0229398,0.00684703,2.42583,0.258439,0.412056,0.453078,0.0284211,0.196029,1.06108,0.719623
22-Feb-1994,0.535353,0.0229176,0.00678232,2.41591,0.258328,0.41518,0.451445,0.0283376,0.195839,1.06092,0.718926
23-Feb-1994,0.536549,0.0229141,0.00684586,2.41749,0.260016,0.416122,0.453082,0.0283668,0.195809,1.06155,0.718815
24-Feb-1994,0.534056,0.0229336,0.00681276,2.4171,0.2629,0.417555,0.45404,0.0283798,0.195976,1.06281,0.719427
25-Feb-1994,0.530225,0.0228401,0.00683025,,0.262692,0.413416,0.451818,,0.195177,1.06113,0.716493
28-Feb-1994,0.528584,0.0227812,0.00686169,2.40662,0.261986,0.412493,0.451478,0.028258,0.194673,1.06268,0.714645
1-Mar-1994,0.528087,0.0227295,0.00680365,2.3997,0.261708,0.411058,0.450681,0.0281827,0.194231,1.06212,0.713023
2-Mar-1994,0.525342,0.0226582,0.00680831,2.39218,0.260792,0.408703,0.448786,0.0280944,0.193622,1.06277,0.710788
3-Mar-1994,0.526502,0.0227424,0.00686427,2.40357,0.262168,0.407699,0.451568,0.0282391,0.194466,1.06454,0.713884
4-Mar-1994,0.527297,0.022793,0.00681619,,0.262835,0.409309,0.452145,0.0283221,0.194961,1.06732,0.7157
7-Mar-1994,0.528819,0.0228666,0.0067886,2.40693,0.262985,0.412809,0.452602,0.0283395,0.195466,1.06808,0.717555
8-Mar-1994,0.527771,0.0228286,0.00678798,2.40216,0.263575,0.413137,0.452075,0.0282833,0.195078,1.06646,0.716132
9-Mar-1994,0.529211,0.0228048,0.00680027,2.40184,0.263078,0.410704,0.451919,0.028265,0.194876,1.06679,0.715388
10-Mar-1994,0.525835,0.0227566,0.00677299,2.39772,0.262502,0.409549,0.450649,0.0282052,0.194463,1.07045,0.713873
11-Mar-1994,0.522805,0.0226938,0.00678004,,0.261758,0.407351,0.449406,0.0281496,0.193926,1.06586,0.711904
14-Mar-1994,0.524611,0.0227387,0.00676126,,,0.410726,,0.0281942,0.19431,1.0664,0.713313
15-Mar-1994,0.524508,0.0228045,0.00672978,,,0.412343,0.451114,0.0282534,0.194872,1.06677,0.715376
16-Mar-1994,0.525131,0.0228065,0.00675261,2.40298,0.262643,0.413023,0.450869,0.0282559,0.194889,1.06336,0.715439
17-Mar-1994,0.522898,0.0227645,0.00675612,2.39856,0.262641,0.41212,0.451005,0.028215,0.194531,1.06583,0.714122
18-Mar-1994,0.52198,0.0227828,0.00675196,,0.262852,0.40952,0.451339,0.0282377,0.194687,1.06475,0.714695
21-Mar-1994,0.52495,0.0228254,,2.4032,0.263344,0.409427,0.451926,0.0282681,0.195051,1.06173,0.716032
22-Mar-1994,0.52264,0.0227632,0.00673346,2.39786,0.262289,0.405885,0.450014,0.0282135,0.19452,1.0617,0.714083
23-Mar-1994,0.524242,0.0227963,0.00674322,2.40134,0.262834,0.407332,0.451065,0.0282544,0.194802,1.06345,0.715119
24-Mar-1994,0.520317,0.0227666,0.00670598,2.39926,0.262328,0.405801,0.450364,0.0282064,0.194548,1.06621,0.714187
25-Mar-1994,0.515557,0.0225977,0.00673531,,0.260574,0.40187,0.448353,0.0280416,0.193106,1.06319,0.708891
28-Mar-1994,0.517003,0.0226562,0.00678495,2.39229,0.262115,0.40426,0.450025,0.0281363,0.193605,1.06324,0.710724
29-Mar-1994,0.514162,0.022571,0.00682132,2.38329,0.263884,0.40267,0.450587,0.0280417,0.192877,1.05861,0.708053
30-Mar-1994,0.514321,0.0226124,0.00687357,2.38879,0.264142,0.400571,0.452277,0.0281266,0.193231,1.04814,0.709352
31-Mar-1994,0.511611,0.0225667,0.00686298,2.38291,0.26479,0.398274,0.451132,0.0280585,0.19284,1.04927,0.707916
1-Apr-1994,,,0.00691586,,0.265895,0.400617,,0.0282448,0.194044,,0.712334
4-Apr-1994,0.510447,0.0227041,0.00684834,2.39324,0.266203,,0.452898,0.0281735,0.194014,,0.712227
5-Apr-1994,0.513991,0.0226798,0.00690074,2.39253,0.265621,,0.453886,0.0281769,0.193807,1.04443,0.711466
6-Apr-1994,0.517589,0.0228336,0.00685774,2.40431,0.265904,0.405421,0.456004,,0.195121,1.0523,0.716291
7-Apr-1994,0.516045,0.0228017,0.00685144,2.40095,0.266402,0.405426,0.455483,0.0282612,0.194849,1.05133,0.71529
8-Apr-1994,0.518802,,0.00682369,,0.266926,0.407446,0.456376,0.0283108,0.195268,1.05833,0.716829
11-Apr-1994,0.514114,,0.00682584,2.39541,0.266384,0.406633,0.455652,0.0282072,0.1944,1.05298,0.713642
12-Apr-1994,0.518806,0.0228113,0.00692394,2.40413,0.266444,0.406741,0.457743,,0.19493,1.05134,0.715589
13-Apr-1994,0.519626,0.022791,0.00689444,2.40102,0.265535,0.40595,0.45719,,0.194757,1.05384,0.714953
14-Apr-1994,0.518099,0.0227835,0.00692556,2.40153,0.265566,0.404888,0.457537,,0.194693,1.05342,0.714718
15-Apr-1994,0.516123,0.0227871,0.00685689,,0.265984,0.406667,0.457697,0.0282765,0.194724,1.05373,0.714831
18-Apr-1994,0.514506,0.0227731,0.00691904,2.39962,0.265524,0.406417,0.458178,0.0282815,0.194604,1.05201,0.714391
19-Apr-1994,0.513689,0.0226944,0.00690516,2.39277,0.264626,0.403873,0.456917,0.0281949,0.193931,1.05194,0.711922
20-Apr-1994,0.514054,0.0227055,0.00689519,2.39395,0.265377,0.403788,0.457113,0.0282088,0.194027,1.05587,0.712273
21-Apr-1994,0.513821,0.0226166,0.00689824,2.38731,0.264014,0.402632,0.455381,0.0281318,0.193267,1.06089,0.709484
22-Apr-1994,0.516561,0.0226961,0.00686705,,0.264892,0.408318,0.4566,0.0282082,0.193946,1.06006,0.711976
25-Apr-1994,0.513371,0.022605,0.00688799,2.38608,0.26376,,0.455293,0.0281173,0.193168,1.05907,0.709119
26-Apr-1994,0.516818,0.0226217,0.00687972,2.38784,0.263808,,0.455747,0.028127,0.193311,1.05808,0.709643
27-Apr-1994,0.514633,0.0225573,0.00689018,2.38304,0.262617,0.40575,0.454828,0.0280691,0.19276,1.06554,0.707621
28-Apr-1994,0.511975,0.02252,0.00689443,2.38075,0.26256,0.405563,0.454281,0.0280428,0.192503,1.0627,0.706679
29-Apr-1994,0.509259,0.0224272,,,0.262222,0.405521,0.452467,0.0279627,0.191648,1.062,0.703541
2-May-1994,0.507711,0.0223752,0.00691196,2.36796,,0.405493,,,0.191204,,0.70191
3-May-1994,0.506505,0.0223479,,2.36507,0.262223,0.404087,0.450954,0.0278638,0.190971,1.05943,0.701053
4-May-1994,0.506185,0.0223645,,2.36962,0.262516,0.403615,0.451579,0.0279066,0.191112,1.05832,0.701573
5-May-1994,0.510954,0.0225491,,2.38539,0.265219,0.408645,0.455073,,0.19269,1.05822,0.707365
6-May-1994,0.511434,0.0225523,0.00686861,,0.267221,0.407996,0.454437,0.028063,0.192718,1.0578,0.707467
9-May-1994,0.51138,0.022488,0.00688377,2.37182,0.269194,0.407679,0.454835,0.0280051,0.192168,1.05521,0.705449
10-May-1994,0.513373,0.022556,0.00686973,2.37899,0.270586,0.409831,0.456563,0.0280898,0.192749,1.05833,0.707582
11-May-1994,0.515495,0.0226394,0.00681899,2.38202,0.271534,0.412767,0.45622,0.0281378,0.193462,1.05784,0.710198
12-May-1994,0.513829,0.0226121,0.00681403,2.38074,0.27157,0.412411,0.456814,0.028115,0.193228,1.06344,0.709341
13-May-1994,0.515732,0.0226597,0.00679899,,0.272611,0.414914,0.457628,0.0281853,0.193635,1.06412,0.710834
16-May-1994,0.516555,0.0226497,0.00676365,2.38358,0.27247,0.415797,0.458105,0.0281394,0.19355,1.06614,0.710521
17-May-1994,0.515162,0.0226428,0.00678419,2.38285,0.271368,0.415955,0.458114,0.0281532,0.193491,1.06816,0.710305
18-May-1994,0.513741,0.0225607,0.00677577,2.37421,0.270539,0.414729,0.456747,0.0280511,0.192789,1.06527,0.707729
19-May-1994,0.51391,0.0225075,0.00681526,2.36862,0.272085,0.414105,0.458392,0.0280183,0.192335,1.06453,0.706061
20-May-1994,0.513614,0.0225371,0.00677518,,0.272129,0.41465,0.459084,0.0280552,0.192588,1.06593,0.70699
23-May-1994,,0.0225023,0.00677771,2.36807,0.272695,0.415209,0.45933,0.0280341,0.19229,1.06449,0.705898
24-May-1994,0.512581,0.0225212,0.00677039,,,0.415557,0.459326,,0.192452,1.06284,0.70649
25-May-1994,0.511844,,0.00676182,2.37633,,0.416224,,0.0280692,0.192761,1.06568,0.707624
26-May-1994,0.509106,0.0224902,0.00676108,2.37125,0.272928,0.414986,0.459921,0.0279968,0.192187,1.06406,0.705519
27-May-1994,0.509654,0.0225258,0.00675882,,0.273096,0.416279,0.45969,0.0280299,0.192491,1.06596,0.706635
30-May-1994,0.509347,0.022496,0.00675958,2.37186,0.273633,0.415516,0.459889,0.028004,0.192236,,0.7057
31-May-1994,0.509533,0.0224912,0.00675361,2.37136,0.273575,0.418179,0.460331,0.027998,0.192196,1.06552,0.70555
1-Jun-1994,0.509302,0.0224973,0.00673737,2.3712,0.273278,0.41921,0.460365,0.0279944,0.192247,1.06835,0.70574
2-Jun-1994,0.510004,0.0225065,0.00676228,2.37292,0.274135,0.419161,0.461181,0.0280259,0.192387,1.07026,0.706253
3-Jun-1994,0.512773,0.0226032,0.00675619,,0.273875,0.420616,0.461689,0.0281151,0.193152,1.06763,0.709062
6-Jun-1994,0.516867,0.022642,0.00674337,2.38269,0.274377,,0.46188,0.0281299,0.193484,1.07067,0.710279
7-Jun-1994,0.518271,0.022644,0.0067523,2.3829,0.274025,0.420167,0.46367,0.0281324,0.193501,1.06892,0.710342
8-Jun-1994,0.514595,0.0225605,0.0067835,2.37642,0.272411,0.417981,0.461779,0.028062,0.192788,1.06845,0.707723
9-Jun-1994,0.515479,0.0225763,0.00680193,2.37808,0.27339,0.417211,0.46183,0.0280927,0.192922,1.06778,0.708217
10-Jun-1994,0.515114,0.0225701,0.00680138,,0.272737,0.417239,0.461344,0.028085,0.19287,1.06572,0.708024
13-Jun-1994,0.510817,0.0224844,0.00680432,2.37008,0.271932,0.416148,0.460372,0.0280006,0.192137,1.06767,0.705336
14-Jun-1994,0.507337,0.0224056,0.00681731,2.36345,0.271167,0.414479,0.458999,0.0279358,0.191464,1.0685,0.702865
15-Jun-1994,0.505849,0.0223964,0.00682111,2.36406,0.270741,0.412481,0.458539,0.0279242,0.191385,1.0684,0.702574
16-Jun-1994,0.503758,0.0223552,0.00681187,2.36114,0.270035,0.412003,0.457666,0.0278951,0.191033,1.06707,0.701282
17-Jun-1994,0.505086,0.0224125,0.0068029,,0.270989,0.414958,0.45872,0.0279444,0.191523,1.06678,0.70308
20-Jun-1994,0.499515,0.0221955,0.00678299,2.34839,0.268417,0.413726,0.45526,0.0277179,0.189669,1.07038,0.696274
21-Jun-1994,0.500374,0.0221683,0.0068145,2.34741,0.26814,0.41294,0.455088,0.027717,0.189436,1.06956,0.69542
22-Jun-1994,0.500711,0.0221002,0.00685402,2.3402,0.267626,0.411672,0.453809,0.027676,0.188854,1.0653,0.693284
23-Jun-1994,0.502261,0.0221751,0.0068569,2.34812,0.268999,0.411884,0.455108,0.0277255,0.189494,1.06487,0.695632
24-Jun-1994,0.49811,0.0220632,0.00684593,,0.267488,0.408353,0.453198,0.0276077,0.188538,1.0703,0.692124
27-Jun-1994,0.496929,0.0219729,0.0068929,2.33239,0.266238,0.405303,0.452201,0.0275386,0.187766,1.07309,0.68929
28-Jun-1994,0.498725,0.022038,0.00691332,2.33835,0.265969,0.409752,0.453332,0.0276201,0.188323,1.06838,0.691332
29-Jun-1994,0.49817,0.0219754,0.00694927,2.3317,0.265162,0.408451,0.45243,0.0275747,0.187788,1.06769,0.689368
30-Jun-1994,0.499481,0.0220093,0.00697054,2.33783,0.265275,0.410324,0.453039,0.0276283,0.188077,1.0634,0.690432
1-Jul-1994,,0.0220657,0.00707048,,0.265822,0.41352,0.454349,,0.188559,1.06128,0.6922
4-Jul-1994,,0.0220204,0.00701299,2.33664,0.265175,0.412396,0.453416,0.0276423,0.188172,1.06277,0.69078
5-Jul-1994,0.496073,0.0219635,0.00693853,2.32816,0.26451,0.410848,0.452453,0.0275488,0.187686,1.06312,0.688996
6-Jul-1994,0.495919,0.0218872,0.00695291,2.32344,0.263671,0.40784,0.451384,0.027475,0.187034,1.05997,0.6866
7-Jul-1994,0.495773,0.0219408,0.00695234,2.32748,0.264775,0.412419,0.452668,0.0275313,0.187492,1.06099,0.688282
8-Jul-1994,0.494336,0.021904,0.00697945,,0.264534,0.412688,0.451819,0.0275071,0.187177,1.05934,0.687127
11-Jul-1994,0.490386,0.0217399,0.00693774,2.31086,0.262755,0.412257,0.449203,0.0273339,0.185775,1.06334,0.68198
12-Jul-1994,0.490147,0.0216184,0.00696987,2.30075,0.262216,0.410631,0.44891,0.0272357,0.184737,1.0652,0.678168
13-Jul-1994,0.491548,0.0216441,0.006971,2.30122,0.262365,0.411051,0.449295,0.0272681,0.184956,1.06531,0.678975
14-Jul-1994,0.493674,0.021744,0.0069426,2.30669,0.263404,0.408379,0.451161,0.02735,0.18581,1.066,0.68211
15-Jul-1994,0.495957,0.0217861,0.00695602,,0.263719,0.409647,0.451257,0.027381,0.18617,1.06424,0.683429
18-Jul-1994,0.494886,0.0217327,0.00694605,2.30549,0.262952,0.40803,0.451493,0.0273248,0.185714,1.06558,0.681755
19-Jul-1994,0.494866,0.021765,0.00693517,2.30626,0.263159,0.407817,0.452074,0.0273544,0.185989,1.06648,0.682767
20-Jul-1994,0.498415,0.0219465,0.00694013,2.31922,0.265323,0.413972,0.455542,0.0275495,0.18754,1.06264,0.688461
21-Jul-1994,0.496705,0.0218237,0.00693978,2.30617,0.264399,0.41323,0.453534,0.0274063,0.186491,1.05977,0.684609
22-Jul-1994,0.501203,0.0220133,0.00696477,,0.26647,0.416613,0.456778,0.0276002,0.188111,1.05289,0.690557
25-Jul-1994,0.500157,0.0219769,0.00699915,2.31402,0.266317,0.416407,0.456718,,0.187801,1.05722,0.689416
26-Jul-1994,0.499506,0.0219865,0.00698802,2.31503,0.266146,0.416935,0.456918,0.0275887,0.187883,1.05099,0.689718
27-Jul-1994,0.498175,0.0219057,0.0070085,2.308,0.26524,0.414646,0.455058,0.0275093,0.187192,1.05118,0.687183
28-Jul-1994,0.497541,0.0218953,0.0069767,2.3069,0.26494,0.412457,0.454992,0.0274962,0.187103,1.05343,0.686856
29-Jul-1994,0.50092,0.0220801,0.00694609,,0.267034,0.416763,0.457885,0.0276817,0.188742,1.05753,0.692872
1-Aug-1994,,0.0218791,0.00695034,2.30542,0.264671,0.414004,0.455288,0.0274758,0.186964,1.05944,0.686346
2-Aug-1994,0.495991,0.0219631,0.00692443,2.31303,0.265934,0.416145,0.457066,0.0275482,0.187682,1.06172,0.688981
3-Aug-1994,0.498393,0.0220536,0.00689751,2.32022,0.267629,0.415922,0.45898,0.0276176,0.188455,1.06194,0.69182
4-Aug-1994,0.496797,0.0219592,0.00688515,2.312,0.267726,0.413453,0.456955,0.0275103,0.187649,1.06167,0.688859
5-Aug-1994,0.498802,0.0220653,0.00688195,,0.26904,0.418427,0.458827,0.0276212,0.188555,1.06355,0.692187
8-Aug-1994,0.50126,0.0220462,0.00688834,2.32038,0.26863,0.418204,0.45904,0.0276083,0.188393,1.0665,0.691589
9-Aug-1994,0.504075,0.0220848,0.00683235,2.32195,0.268371,0.417135,,0.0276126,0.188722,1.06449,0.6928
10-Aug-1994,0.502951,0.022042,0.00683258,2.31745,0.268111,0.415289,0.459043,0.0275701,0.188357,1.06346,0.691457
11-Aug-1994,0.502185,0.0220548,0.00682981,2.3188,0.269784,0.415877,0.459463,0.0275751,0.188466,1.06373,0.69186
12-Aug-1994,0.496585,0.0218637,0.00684371,,0.268389,0.412472,0.455626,,0.186892,1.06192,0.686082
15-Aug-1994,0.49768,,0.00685719,2.30762,0.268125,0.415002,0.455766,0.027437,0.187074,1.06034,0.686748
16-Aug-1994,0.49876,0.0219314,0.00686821,2.31101,0.269008,0.413206,0.45665,0.0274866,0.187412,1.05895,0.687989
17-Aug-1994,0.49998,0.0219405,0.00682811,2.30972,0.268689,0.413308,0.456687,0.027476,0.187489,1.05822,0.688273
18-Aug-1994,0.497199,0.0218565,0.00686667,2.30412,0.268194,0.410559,0.455361,0.0274036,0.186771,1.05794,0.685637
19-Aug-1994,0.495436,0.0217205,0.00690348,,0.266787,0.409505,0.453282,0.0272767,0.18561,1.05558,0.681373
22-Aug-1994,0.494818,0.021695,0.00691991,2.2908,0.266944,0.408004,0.453262,0.0272556,0.185392,1.05285,0.680573
23-Aug-1994,0.494347,0.0217027,0.00693647,2.29354,0.267007,0.408217,0.453605,0.0272981,0.185458,1.05799,0.680815
24-Aug-1994,0.49644,0.0217487,0.00698318,2.2984,0.267499,0.410582,0.454656,0.0273559,0.18585,1.05934,0.682257
25-Aug-1994,0.49893,0.021826,0.00690204,2.30014,0.268503,0.412384,0.456211,0.0273982,0.186511,1.06091,0.684682
26-Aug-1994,0.499052,0.0217916,0.00685315,,0.268395,0.411187,0.455856,0.0273441,0.186217,1.06232,0.683602
29-Aug-1994,0.503958,0.021993,0.0068717,2.31284,0.270397,0.416021,0.459731,0.0275417,0.187938,,0.689919
30-Aug-1994,0.504564,0.0219834,0.0068984,2.31257,0.270208,0.41556,0.459832,0.0275495,0.187916,1.05856,0.68984
31-Aug-1994,0.503793,0.0220194,0.00693872,2.31663,0.270734,0.415832,0.460561,0.0276079,0.188164,1.05961,0.69075
1-Sep-1994,0.504441,0.0219979,0.00689041,2.31313,0.269666,0.41577,0.460111,0.0275479,0.18798,1.0603,0.690075
2-Sep-1994,0.504153,0.0219597,0.00690948,,0.269777,0.416218,0.459342,0.027522,0.187653,1.06252,0.688875
5-Sep-1994,,0.0218419,0.00690707,2.3015,0.268509,0.413644,0.45694,0.0274072,0.186647,1.06066,0.685181
6-Sep-1994,0.499537,0.0217825,0.00690916,2.29524,0.267915,0.412245,0.455696,0.0273436,0.186139,1.05709,0.683316
7-Sep-1994,0.499187,0.021772,0.00690234,2.29552,0.267523,0.412524,0.455385,0.0273414,0.186049,1.05808,0.682987
8-Sep-1994,0.499562,0.0218297,0.00689279,2.30069,0.267939,0.413824,0.456533,0.027392,0.186543,1.05836,0.684799
9-Sep-1994,0.502026,0.0218814,0.00689523,,0.268332,0.414804,0.457858,0.0274458,0.186984,1.05832,0.68642
12-Sep-1994,0.499264,0.0217404,0.00689371,2.29419,0.267062,0.410834,0.45594,0.0273016,0.185779,1.06378,0.681995
13-Sep-1994,0.504322,0.0217516,0.0068924,2.29538,0.267168,0.411115,0.45789,0.0273158,0.185875,1.07026,0.682348
14-Sep-1994,0.503949,0.021705,0.00690554,2.29046,0.266805,0.410574,0.457492,0.0272791,0.185477,1.06742,0.680886
15-Sep-1994,0.504534,0.0217667,,2.29654,0.267428,0.411872,0.458661,0.0273434,0.186063,1.06895,0.683038
16-Sep-1994,0.505709,0.021784,0.00688389,,,0.41241,0.459806,0.0273564,0.186152,1.07035,0.683364
19-Sep-1994,0.504339,0.021725,0.00690839,2.2928,0.266424,0.41102,0.460016,0.0273042,0.185648,1.07318,0.681513
20-Sep-1994,0.508045,0.0217632,0.00693108,2.29521,0.267258,0.411948,0.461135,0.0273522,0.185974,1.07288,0.682711
21-Sep-1994,0.507372,0.0217133,0.00695758,2.29227,0.266646,0.410255,0.460826,0.0273224,0.185548,1.07383,0.681147
22-Sep-1994,0.507118,0.0217105,0.00694604,2.29197,0.266507,0.409044,0.461047,0.0273079,0.185524,1.07437,0.681059
23-Sep-1994,0.506053,0.0217004,,,0.266248,0.409466,0.460957,0.0272952,0.185438,1.07319,0.680742
26-Sep-1994,0.506442,0.0217462,0.00697381,2.29574,0.266788,0.410535,0.461336,0.0273528,0.185829,1.07464,0.682178
27-Sep-1994,0.50608,0.0217419,0.00693134,2.29382,0.265956,0.410795,0.459042,0.0273255,0.185792,1.07436,0.682044
28-Sep-1994,0.508296,0.0217269,0.00695129,2.29471,0.265897,0.410512,0.459653,0.0273176,0.185664,1.076,0.681574
29-Sep-1994,0.508135,0.0217411,0.00690862,2.2935,0.265843,0.410985,0.458161,0.0273026,0.185786,1.07466,0.682019
30-Sep-1994,0.508268,0.0217241,0.00692215,,,0.410663,0.459284,0.0272922,0.18564,1.07654,0.681486
3-Oct-1994,0.509092,0.0218372,0.00687785,2.30256,0.267122,0.413007,0.461924,0.0274123,0.186607,1.07893,0.685034
4-Oct-1994,0.508369,0.02179,0.00686988,2.29704,0.266461,0.411977,0.461361,0.0273312,0.186203,1.08001,0.683553
5-Oct-1994,0.506896,0.0217673,0.00685581,2.29564,0.266162,0.411888,0.461721,0.0273136,0.186009,1.08278,0.682839
6-Oct-1994,0.506675,0.0217642,0.00685968,2.29532,0.266801,0.412582,0.461407,0.0273098,0.185983,1.08283,0.682744
7-Oct-1994,0.50623,0.0217564,0.00682499,,0.266185,0.412707,0.46037,0.027289,0.185916,1.0862,0.682499
10-Oct-1994,,0.0218383,,2.30166,0.266978,0.414465,0.46151,0.0273589,0.186616,1.08487,0.685066
11-Oct-1994,0.509112,0.0218073,0.00680217,2.29839,0.266371,0.414561,0.461291,0.027331,0.186351,1.08449,0.684094
12-Oct-1994,0.506865,0.0217675,0.00681485,2.29421,0.265287,0.412918,0.46014,0.0272812,0.186011,1.07958,0.682848
13-Oct-1994,0.506184,0.0217577,0.00682879,2.29494,0.265445,0.41314,0.46049,0.0272906,0.185927,1.08039,0.682538
14-Oct-1994,0.501254,0.0216304,0.00686094,,0.264541,0.411539,0.459191,0.0271636,0.18484,1.07977,0.678547
17-Oct-1994,0.496803,0.0214796,0.00687565,2.26896,0.263734,0.411161,0.457319,0.0270174,0.183551,1.08309,0.673814
18-Oct-1994,0.497284,0.0214766,0.00688172,2.27232,0.263584,0.412317,0.45769,0.0270353,0.183525,1.08637,0.67372
19-Oct-1994,0.496287,0.0214304,0.0068845,2.26743,0.263295,0.411228,0.456861,0.026988,0.18313,1.08821,0.672271
20-Oct-1994,0.496455,0.0214392,0.00689439,2.2699,0.264055,0.411734,0.457329,0.02701,0.183206,1.08973,0.672548
21-Oct-1994,0.494483,0.0213446,0.00691715,,0.26351,0.410051,0.454631,0.0269124,0.182397,1.09215,0.66958
24-Oct-1994,0.496662,0.0214117,0.00689616,2.26615,0.263097,,0.455844,,0.182971,1.09371,0.671686
25-Oct-1994,0.495661,0.0213164,0.00690089,2.25835,0.262357,0.409576,0.454802,0.0268768,0.182156,1.09573,0.668696
26-Oct-1994,0.497899,0.0213825,0.00691159,2.26397,0.263378,0.411048,0.456244,0.0269494,0.182721,1.09637,0.67077
27-Oct-1994,0.496555,0.0213485,0.00691486,2.26038,0.262784,0.410863,0.455519,0.0269174,0.182431,1.09651,0.669704
