"SDRs per currency unit for the period  January 01, 1994 - November 10, 2023",,,,,,,,,,,
,,,,,,,,,,,
Date,Canadian dollar (CAD),Indian rupee (INR),Japanese yen (JPY),Kuwaiti dinar (KWD),Malaysian ringgit (MYR),New Zealand dollar (NZD),Singapore dollar (SGD),Thai baht (THB),U.A.E. dirham (AED),U.K. pound (GBP),U.S. dollar (USD)
31-Aug-2000,0.520583,0.0167337,0.00720303,2.4884,0.201685,0.329821,0.445453,,0.208687,1.11527,0.766402
1-Sep-2000,0.52097,,0.00720459,,0.202013,0.327057,0.446178,0.0187754,0.209026,1.11309,0.767649
4-Sep-2000,,0.0166974,0.00721714,2.48203,0.20094,0.328604,0.443448,0.0185879,0.207916,1.11757,0.763573
5-Sep-2000,0.520411,0.0167876,0.00722357,2.49437,0.20207,0.327533,0.445011,0.0186122,0.209085,1.11325,0.767866
6-Sep-2000,0.517876,0.0168196,0.00726201,2.49431,0.20219,0.32742,0.44463,0.0186318,0.209209,1.1133,0.768321
7-Sep-2000,0.522151,0.0169035,0.00728153,2.50123,0.203021,0.324715,0.445555,0.0186275,0.210069,1.10769,0.771478
8-Sep-2000,0.522094,0.016904,0.00732875,,0.203026,0.324299,0.445566,0.0186011,0.210074,1.09753,0.771498
11-Sep-2000,0.524276,0.0170036,0.0073058,2.51548,0.204178,0.322415,0.446985,0.0187134,0.211266,1.09624,0.775876
12-Sep-2000,0.524073,0.017022,0.0073089,2.51451,0.204264,0.330935,0.446351,0.0187304,0.211356,1.08925,0.776205
13-Sep-2000,0.523209,0.0170066,0.00725402,2.51443,0.204258,0.32782,0.445696,0.0186514,0.211349,1.0924,0.77618
14-Sep-2000,0.521394,0.016967,0.00723334,2.51078,0.203961,0.323933,0.444666,0.0185539,0.211042,1.09647,0.775052
15-Sep-2000,0.523669,0.0169861,,,0.204548,0.325953,0.447485,0.0185895,0.211649,1.09597,0.777282
18-Sep-2000,0.522966,0.0169847,0.00726783,2.5212,0.204934,0.323141,0.445508,0.0184927,0.212048,1.0897,0.778748
19-Sep-2000,0.523601,0.0168545,0.00729072,2.5241,0.205003,0.32255,0.446272,0.0184421,0.212121,1.0928,0.779013
20-Sep-2000,0.525557,0.0168629,0.00727053,2.52536,0.205106,0.320217,0.446955,0.018383,0.212226,1.10106,0.779401
21-Sep-2000,0.522971,0.0168347,0.00729609,2.52005,0.204674,0.312466,0.445454,0.0182325,0.21178,1.10116,0.777763
22-Sep-2000,0.517574,0.0167392,0.00721891,,0.202984,0.315594,0.441827,,0.210032,1.12554,0.771341
25-Sep-2000,0.517649,0.0167477,0.0071496,2.51092,0.202823,0.318811,0.441677,0.0181045,0.209864,1.12503,0.770727
26-Sep-2000,0.517962,0.0167295,0.0071749,2.50962,0.202823,0.319737,0.441627,0.018113,0.209865,1.12164,0.770728
27-Sep-2000,0.514412,0.0166741,0.00715157,2.50769,0.202502,0.318538,0.442221,0.0182807,0.209533,1.12764,0.769509
28-Sep-2000,0.511808,0.0166648,0.0071558,2.50684,0.202434,0.321123,0.441133,0.0181491,0.209462,1.12756,0.769248
29-Sep-2000,0.511268,0.0167241,0.00714401,,0.202758,0.31478,0.442551,0.0182336,0.209797,1.13268,0.770481
2-Oct-2000,0.510166,,0.00712016,2.51059,0.202737,0.314054,0.443269,0.0183171,0.209776,1.13603,0.770401
3-Oct-2000,0.513069,0.0167664,0.0070995,,0.20327,0.314184,0.443464,0.0182176,0.210327,1.12967,0.772426
4-Oct-2000,0.51629,0.0168005,0.00711216,2.519,0.203595,0.309194,0.443257,0.0181777,0.210663,1.12645,0.773661
5-Oct-2000,0.517933,0.0168044,0.00709395,2.52007,0.20382,0.313486,0.442581,0.018182,0.210896,1.1263,0.774517
6-Oct-2000,0.516027,0.016798,0.00710929,,0.203831,0.310171,0.443288,0.0182769,0.210907,1.12295,0.774557
9-Oct-2000,,0.0168288,,2.52103,0.204071,0.312631,0.443354,0.0182373,0.211156,1.12211,0.77547
10-Oct-2000,0.514899,0.0167551,0.00712364,2.51273,0.203399,0.309939,0.441086,0.018074,0.21046,1.12552,0.772915
11-Oct-2000,0.513644,0.0166765,0.00715723,2.51489,0.203322,0.313878,0.440945,0.0179375,0.210381,1.12903,0.772623
12-Oct-2000,0.512726,0.016704,0.00717436,2.5174,0.203525,0.313032,0.441587,0.017875,0.210591,1.12947,0.773396
13-Oct-2000,0.510843,0.0166679,0.00717322,,0.203436,0.308102,0.441117,0.01776,0.210499,1.13841,0.773058
16-Oct-2000,0.512367,0.0168035,0.00721016,2.52937,0.204826,0.309895,0.444054,0.0179921,0.211937,1.12485,0.778337
17-Oct-2000,0.513055,0.0168082,0.00721507,2.53045,0.20506,0.308068,0.444638,0.0179881,0.212179,1.11811,0.779228
18-Oct-2000,0.51171,0.0167882,0.00719651,2.52721,0.204684,0.306569,0.442862,0.0178517,0.21179,1.12594,0.777799
19-Oct-2000,0.516047,0.0168292,0.00723616,2.53058,0.205183,0.307005,0.443816,0.0178661,0.212307,1.12658,0.779696
20-Oct-2000,0.515461,0.0168287,0.0071888,,0.205221,0.310182,0.445623,0.0179683,0.212346,1.1289,0.779841
23-Oct-2000,0.518231,0.0168531,0.00717635,2.53691,0.205697,,0.445358,,0.212838,1.13691,0.781648
24-Oct-2000,0.51684,0.0168254,0.00721999,2.53547,0.20558,0.312755,0.445003,0.0177582,0.212717,1.13493,0.781203
25-Oct-2000,0.516617,0.0168434,0.00725226,,0.206022,0.315932,0.447004,0.0179461,0.213174,1.12837,0.782882
26-Oct-2000,0.516398,0.0168707,0.00724389,,0.206356,0.311818,,0.0178789,0.21352,1.11765,0.784151
27-Oct-2000,0.512979,0.0167469,0.00723048,,0.206164,0.313878,0.446293,0.0178859,0.213321,1.1239,0.783422
30-Oct-2000,0.508179,0.0166031,0.00715423,2.52514,0.204743,0.313037,0.443418,,0.211851,1.13848,0.778022
31-Oct-2000,0.511853,0.0167019,0.00716782,2.53692,0.205698,0.31184,,0.0177761,0.212839,1.13238,0.781651
1-Nov-2000,0.509628,0.0166264,0.00714499,2.5249,0.204723,0.306511,0.444287,0.0177987,0.21183,1.12429,0.777947
2-Nov-2000,0.505447,0.0165719,0.00715513,2.52041,0.203921,0.307907,,0.017784,0.211001,1.1264,0.774901
3-Nov-2000,0.503663,0.0165489,,,0.203334,0.307909,,0.0177201,0.210393,1.12052,0.772669
6-Nov-2000,0.505571,0.0165828,0.00721812,2.51855,0.203532,0.308866,0.446858,0.0178752,0.210598,1.1193,0.773422
7-Nov-2000,0.506759,0.0166378,0.00722674,2.52399,0.204251,0.308792,0.447144,0.0178147,0.211342,1.11029,0.776152
8-Nov-2000,0.50435,0.0166644,0.00725803,2.5302,0.204753,0.31173,0.447728,0.0178009,0.211861,1.10656,0.778061
9-Nov-2000,0.503905,0.0166646,0.00725755,2.53017,0.20493,0.309586,0.447549,0.0178658,0.212045,1.10246,0.778735
10-Nov-2000,0.50221,0.016606,0.00721545,,0.204254,,0.446329,0.0178573,0.211345,1.1079,0.776166
13-Nov-2000,,0.0166085,0.00719353,2.525,0.204372,0.306646,0.445869,0.0177756,0.211467,1.1111,0.776614
14-Nov-2000,0.503113,0.016612,0.00721683,2.52661,0.204502,0.30824,0.445896,0.0178256,0.211602,1.11321,0.777108
15-Nov-2000,0.501757,0.0166433,0.00719174,2.52975,0.204756,,0.446246,0.0178523,0.211865,1.10953,0.778074
16-Nov-2000,0.501976,0.0166357,0.00716324,2.53091,0.205057,0.311648,0.446159,0.0177907,0.212176,1.11062,0.779217
17-Nov-2000,0.500438,0.0166631,0.00717086,,0.205351,0.314123,0.446466,0.0177163,0.21248,1.10948,0.780333
20-Nov-2000,0.501148,0.0167003,0.00716602,2.53484,0.205589,0.312886,0.445735,0.0176408,0.212727,1.11342,0.781239
21-Nov-2000,0.503568,0.0167357,0.00713671,2.54022,0.206026,0.310066,0.446349,0.017699,0.213178,1.11445,0.782897
22-Nov-2000,0.50669,0.0167447,0.00712542,2.54323,0.206356,0.307976,0.447193,0.0178737,0.21352,1.11013,0.784153
23-Nov-2000,0.508981,0.0167762,,2.54747,0.2067,0.317051,0.44725,0.0179218,0.213876,1.1031,0.78546
24-Nov-2000,0.510947,0.0167794,0.00709792,,0.20696,0.315169,0.44738,0.0180337,0.214145,1.10465,0.786449
27-Nov-2000,0.51334,0.0168112,0.00708109,2.55446,0.207308,0.315778,0.447979,0.0180603,0.214505,1.10832,0.787771
28-Nov-2000,0.509814,0.01671,0.00709401,2.54807,0.206193,0.31784,0.447018,0.0179767,0.213351,1.11034,0.783533
29-Nov-2000,0.506262,0.0166314,0.00707793,2.5374,0.205223,0.317046,0.444104,,0.212347,1.10824,0.779846
30-Nov-2000,0.507979,0.0166535,0.00701675,2.53808,0.205277,,0.44364,0.0177591,0.212404,1.10838,0.780052
1-Dec-2000,0.506082,0.0166213,0.00704714,,0.204923,,0.44457,0.0177901,0.212038,1.11605,0.778709
4-Dec-2000,0.500846,0.0165323,0.00697171,2.52465,0.203739,0.32389,0.442784,0.0176974,0.210812,1.1216,0.774208
5-Dec-2000,0.50227,0.0165653,0.00697484,2.53053,0.204014,0.327041,0.443712,,0.211097,1.12125,0.775254
6-Dec-2000,0.506252,0.0165945,0.00700026,2.52879,0.204113,0.329448,0.446148,0.0178068,0.211199,1.11388,0.775629
7-Dec-2000,0.507399,0.0165162,0.00699379,2.52316,0.20328,0.333048,0.443562,0.0177403,0.210337,1.11853,0.772464
8-Dec-2000,0.509235,0.0165458,0.00699531,,0.2036,0.329163,0.446209,0.0178157,0.210669,1.12168,0.773681
11-Dec-2000,0.509065,0.0165718,0.0069861,2.52945,0.203921,0.330223,0.446216,,0.211,1.11988,0.774898
12-Dec-2000,0.509223,0.0166007,0.00700102,2.53275,0.204319,0.327879,0.447888,0.0178465,0.211413,1.12541,0.776413
13-Dec-2000,0.512143,0.016652,0.00693205,2.53868,0.204952,0.328933,0.448265,0.017855,0.212067,1.12734,0.778816
14-Dec-2000,0.511299,0.0165866,0.0068972,2.52816,0.204103,0.32695,0.445818,0.0178247,0.211189,1.13911,0.77559
15-Dec-2000,0.508936,0.016514,0.00686848,,0.203253,0.329528,0.444703,0.0177812,0.210309,1.139,0.772361
18-Dec-2000,0.506773,0.0165319,0.00686528,2.5255,0.203429,0.329698,0.445089,0.017843,0.210492,1.13705,0.773031
19-Dec-2000,0.508928,0.0165797,0.00690536,2.53009,0.203799,0.333356,0.446078,0.017943,0.210874,1.13315,0.774436
20-Dec-2000,0.507238,0.0165374,0.00684064,2.52202,0.203149,0.332602,0.445374,0.0180336,0.210202,1.13332,0.771966
21-Dec-2000,0.506269,0.0164583,0.00680929,2.51289,0.202308,0.337989,0.445018,0.0181219,0.209331,1.1317,0.768769
22-Dec-2000,0.505352,0.0164161,0.006807,,0.201702,0.335368,0.443224,0.0182076,0.208705,1.13591,0.766468
26-Dec-2000,,0.0164285,0.00676263,2.51091,0.201811,,0.444106,0.0181825,0.208817,,0.766882
27-Dec-2000,0.507289,0.0164125,0.00672041,,0.201701,0.339045,,0.0180472,0.208703,1.14034,0.766463
28-Dec-2000,0.509488,,0.00671197,,0.202066,0.34104,0.444229,0.0178819,0.209081,1.14187,0.767849
29-Dec-2000,0.511608,0.0164174,0.00667984,,0.201977,0.337975,0.443265,,0.20899,1.14528,0.767514
2-Jan-2001,0.510551,0.0163619,,2.50406,0.201036,,0.44031,,0.208016,1.13896,0.763938
3-Jan-2001,0.507587,0.0162797,,2.49496,0.200069,0.339458,0.438749,0.0174185,0.207015,1.14625,0.760264
4-Jan-2001,0.508978,0.0163158,0.0066983,2.49837,0.200684,0.33482,0.44081,0.0176737,0.207652,1.14146,0.762601
5-Jan-2001,0.508273,0.0163139,0.00654516,,0.200661,0.341491,0.439361,0.0175564,0.207627,1.14468,0.762511
8-Jan-2001,0.510623,0.0163478,,2.50387,0.200863,0.34588,0.441278,,0.207836,1.14713,0.763279
9-Jan-2001,0.511593,0.0164179,0.00660966,2.5106,0.201595,0.345378,0.442937,,0.208594,1.14043,0.76606
10-Jan-2001,0.510955,0.0164446,0.00654835,2.51002,0.201706,0.34258,0.442058,,0.208709,1.14375,0.766484
11-Jan-2001,0.510207,0.0163861,0.00654744,2.50216,0.201075,0.340744,0.440522,,0.208056,1.14368,0.764086
12-Jan-2001,0.510869,0.0164035,0.0064739,,0.201202,0.344781,0.440876,0.017575,0.208187,1.13989,0.764567
15-Jan-2001,0.510983,0.0165221,0.00644674,2.51406,0.202309,0.34099,0.44297,0.0176722,0.209333,1.13556,0.768774
16-Jan-2001,0.511153,0.0165265,0.0064975,2.51473,0.202363,0.341542,0.44296,,0.209388,1.13186,0.768979
17-Jan-2001,0.508823,0.0165782,0.00657319,2.51608,0.202472,0.341341,0.44435,,0.209501,1.13331,0.769392
18-Jan-2001,0.507487,0.0165737,0.00646513,2.51348,0.202461,0.342361,0.442665,,0.20949,1.13264,0.769351
19-Jan-2001,0.507468,0.0165627,0.00654329,,0.202239,0.346482,0.441545,0.0178168,0.20926,1.13255,0.768509
22-Jan-2001,0.511742,0.0166197,0.00660943,2.52056,0.202892,,0.444451,0.0179308,0.209936,1.12541,0.77099
23-Jan-2001,0.509807,0.0165712,0.00656474,2.51243,0.202125,0.344366,0.441981,0.0178104,0.209142,1.12992,0.768075
24-Jan-2001,0.510377,0.0166464,0.00660303,2.52352,0.20313,0.344458,,,0.210182,1.13144,0.771894
25-Jan-2001,0.514967,0.0167104,0.00659613,2.53259,0.204307,0.338456,,0.0180546,0.2114,1.12511,0.776365
26-Jan-2001,0.512341,,0.00660171,,0.203089,0.337289,0.442588,0.0180077,0.21014,1.12952,0.77174
29-Jan-2001,0.515763,0.0166368,0.0065792,2.52713,0.203713,0.338324,0.443234,0.018129,0.210785,1.12772,0.774109
30-Jan-2001,0.516792,0.0166648,0.00663877,2.52812,0.203793,0.336599,0.443459,0.0181527,0.210868,1.12964,0.774413
31-Jan-2001,0.513694,0.0166029,0.00663402,2.51729,0.202774,0.338691,0.441748,0.0181014,0.209814,1.12769,0.770541
1-Feb-2001,0.512426,0.0165092,0.00658097,2.50589,0.201586,0.340307,0.439714,0.018053,0.208584,1.13027,0.766025
2-Feb-2001,0.512865,0.0165054,0.00664655,,0.201583,0.343902,0.440492,0.0181125,0.208581,1.13125,0.766015
5-Feb-2001,0.509351,0.016513,0.00661518,2.50701,0.201676,0.340689,0.440315,0.0180437,0.208678,1.13047,0.766369
6-Feb-2001,0.509141,0.016546,0.00667594,2.51263,0.202035,,0.440998,0.0180967,0.209049,1.12634,0.767733
7-Feb-2001,0.509956,0.0165947,0.00669999,2.51677,0.202587,0.340226,0.44139,0.018097,0.20962,1.12472,0.769829
8-Feb-2001,0.511728,0.0166521,0.00665224,2.5258,0.203506,0.340533,0.442784,,0.210571,1.12147,0.773323
9-Feb-2001,0.513508,0.0166815,0.00664542,,0.203822,0.336647,0.443624,0.0181937,0.210898,1.1188,0.774524
12-Feb-2001,0.508921,0.0166352,,2.52211,0.203475,0.33731,0.442412,0.0181584,0.210539,1.12246,0.773204
13-Feb-2001,0.507766,0.0165932,0.00658775,2.52184,0.203267,0.338201,0.442568,0.018183,0.210324,1.12425,0.772414
14-Feb-2001,0.507185,0.0166021,0.00663232,2.52459,0.203595,0.33542,0.443689,0.0182618,0.210663,1.12776,0.77366
15-Feb-2001,0.508668,0.0166783,0.00668711,2.53562,0.204485,0.332691,0.445526,0.0183334,0.211584,1.12391,0.777042
16-Feb-2001,0.503812,0.0166364,0.00669195,,0.203752,0.330221,0.443905,0.0182299,0.210826,1.125,0.774259
19-Feb-2001,0.502862,,0.00666792,,0.203249,0.332456,0.444771,0.0181319,0.210305,1.12268,0.772345
20-Feb-2001,0.504878,0.0166833,0.00669459,2.53551,0.204502,0.33505,0.446537,0.0181907,0.211602,1.11616,0.777108
21-Feb-2001,0.504886,,0.00671405,2.53028,0.20416,0.332317,0.445023,0.0180955,0.211248,1.1205,0.775808
22-Feb-2001,0.505689,0.016679,0.006705,2.5352,0.204671,0.333849,0.446162,0.018063,0.211777,1.12323,0.77775
23-Feb-2001,0.506348,0.0167123,0.00666775,,0.204857,0.334309,0.445981,0.018055,0.21197,1.12339,0.77846
26-Feb-2001,0.507324,0.0166602,0.00669423,,0.204438,0.338441,0.445655,0.018091,0.211536,1.12552,0.776865
27-Feb-2001,0.508088,0.0166122,0.00668067,2.52719,0.204024,0.334151,0.444523,0.0180826,0.211107,1.11968,0.775292
28-Feb-2001,0.505164,0.0165996,0.00664698,2.52327,0.203608,0.332734,0.444405,0.0180184,0.210676,1.12033,0.773709
1-Mar-2001,0.500078,0.0166134,0.00659011,2.52102,0.203426,0.333442,0.44322,0.0179259,0.210489,1.11987,0.77302
2-Mar-2001,0.497812,0.0165517,0.0065601,,0.202845,0.334417,0.441448,0.0177865,0.209888,1.13194,0.770812
3-Mar-2001,,,,,,,,0.0177688,,,
5-Mar-2001,0.499608,0.0166032,0.00647982,,0.203432,0.33666,0.44048,0.0177682,0.210495,1.13645,0.773043
6-Mar-2001,0.502646,,0.0065128,,0.203439,0.334932,,0.0178139,0.210502,1.13432,0.773069
7-Mar-2001,0.499113,0.0166192,0.00648052,,0.203454,0.332019,0.440653,0.0177661,0.210518,1.13147,0.773126
8-Mar-2001,0.498871,0.0166062,0.00642971,,0.203382,0.3268,0.439619,0.0177219,0.210443,1.13439,0.772851
9-Mar-2001,0.498587,0.0165906,0.00645993,,0.203148,0.327157,0.439789,0.0177381,0.210201,1.13077,0.771962
12-Mar-2001,0.499581,0.0166434,0.00643213,2.52914,0.203882,0.325008,0.440074,,0.21096,1.13431,0.77475
13-Mar-2001,0.501899,0.0166593,0.00646104,2.53258,0.204339,0.327173,0.440686,0.0177816,0.211433,1.12847,0.776488
14-Mar-2001,0.500733,0.0166586,0.0064989,2.53285,0.204681,0.325621,0.442151,0.017858,0.211787,1.13028,0.777788
15-Mar-2001,0.501584,0.0167689,0.00647307,2.54546,0.205861,0.322178,0.442711,0.017847,0.213008,1.12874,0.782271
16-Mar-2001,0.50237,0.0168677,0.00642886,,0.207162,0.324135,0.444628,0.0179079,0.214354,1.12658,0.787214
19-Mar-2001,,0.0168241,0.00637077,2.54922,0.206715,0.32972,0.443669,0.0178652,0.213891,1.12509,0.785516
20-Mar-2001,0.503374,0.0168226,,2.54954,0.206741,0.329762,0.443225,0.017883,0.213919,1.1239,0.785616
21-Mar-2001,0.500777,0.0168634,0.00638963,2.55972,0.207243,0.331901,0.44335,0.0178609,0.214438,1.1249,0.787522
22-Mar-2001,0.502251,0.0169268,0.00639014,2.56456,0.207932,0.328027,0.443401,0.01781,0.215151,1.12295,0.790141
23-Mar-2001,0.503076,0.0168849,0.00640145,,0.207373,0.329353,0.442012,,0.214573,1.12269,0.788019
26-Mar-2001,0.506953,,0.00638186,2.55813,0.207411,0.319481,0.440116,,0.214611,1.12865,0.78816
27-Mar-2001,0.501585,0.0168805,0.00642561,2.55672,0.207141,0.323789,0.439741,,0.214333,1.1282,0.787137
28-Mar-2001,0.503265,0.0169159,0.00646938,2.56153,0.207531,0.324476,0.440445,0.0177865,0.214736,1.12749,0.788617
29-Mar-2001,0.502071,0.0169172,0.00644899,2.56276,0.207725,0.324623,0.438897,0.0176708,0.214937,1.1373,0.789356
30-Mar-2001,0.502879,0.0170077,0.0063663,,0.208748,0.320033,0.440567,0.0176794,0.215995,1.13077,0.793241
2-Apr-2001,0.505122,,0.00629862,2.57883,0.209346,0.319837,0.439973,0.0176237,0.216614,1.13091,0.795516
3-Apr-2001,0.502576,0.0170137,0.00627534,2.57418,0.20882,0.317288,0.437802,0.0175708,0.21607,1.12798,0.793517
4-Apr-2001,0.502741,0.0169205,0.0062644,2.56561,0.207632,0.318086,0.435575,0.0173977,0.21484,1.12961,0.789001
5-Apr-2001,0.498231,,0.00630759,2.56207,0.206989,0.320876,0.433962,0.0173457,0.214175,1.12918,0.786557
6-Apr-2001,0.504972,,0.00629723,,0.207477,0.319347,0.434507,,0.21468,1.12727,0.788413
9-Apr-2001,0.503152,0.0169072,0.0063038,2.56362,0.207113,0.319101,0.433315,0.0172115,0.214304,1.13655,0.78703
10-Apr-2001,0.506296,0.0169222,0.00630823,2.56477,0.207342,0.315908,0.433865,0.0172921,0.21454,1.13607,0.787898
11-Apr-2001,0.505726,0.0169589,0.00637052,2.56959,0.20788,0.318703,0.437715,0.0174016,0.215097,1.13452,0.789944
12-Apr-2001,0.506521,0.0168505,0.00642376,2.57017,0.207927,0.320513,0.436821,0.0174032,0.215146,1.13469,0.790122
13-Apr-2001,,,0.00635913,,0.207843,,,,0.215059,,0.789804
16-Apr-2001,0.506318,0.0168424,0.00634513,2.57277,0.208137,,0.437746,,0.215363,,0.79092
17-Apr-2001,0.508706,0.0168727,0.00636812,2.57795,0.208556,0.324019,0.438022,0.0174064,0.215797,1.13424,0.792513
18-Apr-2001,0.504837,0.0169138,0.00644885,2.57706,0.208484,0.318441,0.43889,,0.215723,1.12974,0.792241
19-Apr-2001,0.510082,0.0168488,0.00646355,2.56717,0.207684,0.319626,0.438249,0.0173748,0.214894,1.12879,0.789199
20-Apr-2001,0.508403,0.0167485,0.00645287,,0.206492,0.322381,0.433758,0.0173734,0.213661,1.13228,0.784669
23-Apr-2001,0.507415,0.01677,0.00642906,2.5595,0.206491,0.32599,0.432967,0.0172072,0.21366,1.13118,0.784667
24-Apr-2001,0.507344,0.0167692,0.00646211,2.55995,0.206703,0.322239,0.433961,0.017279,0.213879,1.12919,0.78547
25-Apr-2001,0.508649,0.016799,0.00644052,2.56254,0.207114,,0.434033,0.0172705,0.214304,1.12978,0.787032
26-Apr-2001,0.508701,0.0167768,0.0064373,2.56082,0.206841,0.322611,0.431746,0.0172129,0.214022,1.1316,0.785994
27-Apr-2001,0.509717,0.0167698,0.00636558,,0.206798,0.324666,0.431894,0.0171879,0.213977,1.13403,0.785831
30-Apr-2001,0.514469,0.0168591,,2.56984,0.2079,0.325527,0.434434,0.0173311,0.215117,1.13115,0.790019
1-May-2001,0.51506,0.0168587,0.00641233,2.56977,,0.327099,,,0.215112,1.12757,0.789999
2-May-2001,0.51471,0.0168333,0.00645347,2.56592,0.20736,0.331223,0.433426,0.0173191,0.214559,1.12703,0.787969
3-May-2001,0.513976,0.0168169,,2.56561,0.207335,0.333074,0.433374,0.0173556,0.214533,1.1269,0.787874
4-May-2001,0.512631,0.016802,,,0.207062,0.332085,0.432067,0.0172878,0.214251,1.12801,0.786837
7-May-2001,0.51054,,0.00646273,2.56076,0.206943,0.331501,,,0.214128,,0.786385
8-May-2001,0.510526,0.0168438,0.00648135,2.56751,0.207488,0.331743,0.432268,,0.214692,1.13057,0.788456
9-May-2001,0.513056,0.0168762,0.0064966,2.57095,0.207977,0.332998,0.433047,0.0173458,0.215197,1.12619,0.790311
10-May-2001,0.512971,0.0168509,0.00646306,2.56819,0.207753,0.336114,0.433533,,0.214966,1.1238,0.789463
11-May-2001,0.511362,0.0169141,0.00647154,,0.208622,0.336727,0.437001,0.0174353,0.215865,1.12327,0.792764
14-May-2001,0.510735,0.0169229,0.00646953,2.5789,0.208864,0.334497,0.437122,0.0174447,0.216115,1.12608,0.793682
15-May-2001,0.512205,0.016882,0.00643778,2.57666,0.208804,0.330276,0.436372,,0.216053,1.12496,0.793456
16-May-2001,0.514029,0.0168667,0.00638865,2.57048,0.208304,0.331542,0.436166,0.0174263,0.215535,1.13002,0.791554
17-May-2001,0.514977,0.0168492,0.00641705,2.57196,0.208132,0.334275,0.437397,0.0174696,0.215358,1.13233,0.790902
18-May-2001,0.517093,0.0168876,0.00646313,,0.208606,0.33789,0.438806,0.0174577,0.215848,1.1323,0.792703
21-May-2001,,0.0168837,0.00642251,2.57832,0.208647,0.340176,0.43785,0.0173812,0.215891,1.13847,0.792859
22-May-2001,0.515316,0.0168853,0.00646274,2.58186,0.208933,0.33842,0.438936,0.0174207,0.216187,1.13916,0.793947
23-May-2001,0.515002,0.0169417,0.00654679,2.58588,0.209497,0.336945,0.440023,0.0174942,0.216771,1.1326,0.79609
24-May-2001,0.513739,0.0169202,0.00662424,2.58104,0.209187,0.332789,0.440515,0.017504,0.216449,1.1248,0.794909
25-May-2001,0.515298,0.0169593,0.00662428,,0.209537,0.336929,0.441252,0.0175048,0.216811,1.12978,0.796239
28-May-2001,0.515347,0.0169656,0.00658154,2.58577,0.20957,0.339053,0.439957,0.0174688,0.216846,,0.796366
29-May-2001,0.518039,0.0169551,0.00656161,2.58582,0.209574,0.336909,0.439335,0.0174814,0.21685,1.12983,0.796382
30-May-2001,0.515061,0.0169566,0.00662466,2.58551,0.209548,0.334638,0.439766,0.0175466,0.216823,1.13176,0.796284
31-May-2001,0.515821,0.0169675,0.0066888,2.58882,0.209817,0.33132,0.441109,0.0175889,0.217101,1.13002,0.797305
1-Jun-2001,0.520377,0.016944,0.00669087,2.58853,0.209794,0.326022,0.440865,0.0175513,0.217077,1.13061,0.797217
4-Jun-2001,0.518706,0.0169412,0.0066715,2.58646,0.209626,,0.439394,0.0175508,0.216903,1.13034,0.796577
5-Jun-2001,0.52171,,0.00670264,2.59383,0.210428,0.328126,0.441051,,0.217733,1.12603,0.799625
6-Jun-2001,0.523733,0.016989,0.00662642,2.59147,0.210127,0.330373,0.440786,0.0177362,0.217422,1.12003,0.798484
7-Jun-2001,0.526431,0.0170423,0.00666097,,0.210697,0.329907,0.442299,0.0177146,0.218012,1.1065,0.800649
8-Jun-2001,0.526728,0.0170603,0.00666517,,0.21083,0.334201,0.442602,0.0177694,0.218149,1.10655,0.801153
11-Jun-2001,0.528796,0.0170758,0.00661747,2.59965,0.210976,0.335635,0.442516,0.0177542,0.2183,1.1102,0.801707
12-Jun-2001,0.526642,0.0170739,0.00658583,2.60172,0.211267,0.335134,0.44276,0.0177562,0.218601,1.10363,0.802813
13-Jun-2001,0.527551,0.0170254,0.00655381,2.59729,0.210757,0.336408,0.440695,0.0176642,0.218074,1.10305,0.800875
14-Jun-2001,0.526339,0.0170196,0.00656909,2.60084,0.210729,0.338526,0.440857,0.0176627,0.218045,1.11403,0.800772
15-Jun-2001,0.522316,0.016913,0.00654142,,0.209188,0.330883,0.438283,,0.21645,1.11979,0.794913
18-Jun-2001,0.521213,,0.00650615,2.59776,0.210337,0.33262,0.440205,0.017643,0.217639,1.12099,0.79928
19-Jun-2001,0.521879,0.0170319,0.00648814,2.60007,0.210523,0.331475,0.440498,0.0176613,0.217832,1.1175,0.799988
20-Jun-2001,0.523605,0.0170684,0.00651124,2.60247,0.21093,0.331795,0.441009,,0.218253,1.1183,0.801534
21-Jun-2001,,0.0170315,0.00646331,2.59905,0.210653,0.330959,0.439559,0.0176972,0.217966,1.12756,0.800481
22-Jun-2001,0.523767,0.0170344,0.00644237,,0.210733,0.331406,0.440114,,0.21805,1.13335,0.800787
25-Jun-2001,0.52565,0.0169888,0.00642758,2.59316,0.21008,0.330299,0.438774,0.0176604,0.217374,1.12968,0.798305
26-Jun-2001,0.527171,0.0169728,0.00645956,2.59533,0.210106,0.330897,0.439285,0.0176841,0.2174,1.1275,0.798401
27-Jun-2001,0.526246,0.0169807,0.00644019,2.59488,0.210069,0.333075,0.438533,0.0176439,0.217362,1.13042,0.798262
28-Jun-2001,0.526278,0.0170523,0.0064336,2.60582,0.210954,0.333757,0.439802,0.0177073,0.218278,1.1311,0.801627
29-Jun-2001,0.528955,0.0170662,0.00647154,,0.211262,0.325333,0.440927,0.0177374,0.218596,1.1272,0.802795
2-Jul-2001,,0.0170528,0.00643683,2.6054,0.21123,0.326568,0.440424,0.0177171,0.218563,1.13602,0.802673
3-Jul-2001,0.530895,0.0170292,0.00647782,2.60623,0.211296,0.327313,0.44066,0.0176907,0.218632,1.13156,0.802926
